trade_id,security_isin,trade_amount,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed,security_type_Derivative,security_type_Equity,currency_GBP,currency_JPY,currency_USD,counterparty_Barclays,counterparty_Citi,counterparty_Goldman Sachs,counterparty_HSBC,counterparty_JPMorgan,counterparty_Morgan Stanley,trade_size_category_Medium,trade_size_category_Large,trade_size_category_XL
2867,US349811585,1830047.76,0.955,0.188,33.96,1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2868,US118268849,3242079.56,0.228,0.088,36.42,2,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2869,US348165628,1164748.98,0.872,0.043,11.34,2,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2870,US613238942,2796774.89,0.283,0.178,39.97,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2871,US937669943,3936092.58,0.245,0.142,19.02,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
2872,US303388366,4336487.68,0.498,0.002,16.35,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2873,US874542294,534544.46,0.071,0.022,22.45,1,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False
2874,US832999560,1788308.84,0.384,0.197,10.26,0,1,True,False,True,False,False,False,True,False,False,False,False,False,True,False
2875,US710956386,3201825.77,0.356,0.008,36.58,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2876,US420532628,183267.11,0.16,0.057,18.05,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2877,US621344328,3456169.85,0.861,0.11,25.65,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2878,US240428443,2644889.08,0.386,0.037,28.71,1,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
2879,US328815037,1449945.73,0.982,0.046,33.73,2,1,False,True,False,True,False,False,False,False,False,False,True,False,True,False
2880,US166088429,4075125.71,0.9,0.071,17.51,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2881,US533988466,1457353.05,0.195,0.054,31.51,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2882,US863500806,4957161.08,0.505,0.161,13.53,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2883,US925326671,4083687.24,0.602,0.1,31.13,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2884,US922993295,3542822.7,0.819,0.056,37.58,2,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2885,US367541243,316124.31,0.886,0.063,12.55,2,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
2886,US607028064,4522508.76,0.624,0.008,13.5,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2887,US140467715,3952375.98,0.035,0.01,26.72,1,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2888,US672045059,1152835.15,0.481,0.144,11.39,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False
2889,US374750224,1967318.42,0.885,0.023,15.62,3,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2890,US594863718,1350471.44,0.714,0.095,15.71,2,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2891,US341607475,4922236.01,0.87,0.168,24.44,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2892,US846261724,4272440.26,0.674,0.074,17.45,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2893,US632128563,4651824.26,0.044,0.069,24.27,3,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
2894,US768828067,3945983.44,0.968,0.175,25.64,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2895,US216142203,2287177.72,0.918,0.173,31.92,4,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2896,US520975013,1035116.91,0.127,0.176,38.38,3,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2897,US856272358,1048319.98,0.113,0.114,25.11,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2898,US661396798,766897.41,0.539,0.19,20.65,4,1,True,False,True,False,False,False,False,False,True,False,False,False,True,False
2899,US280790756,2737781.26,0.757,0.164,17.76,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,True
2900,US686710643,4600632.95,0.382,0.083,29.04,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2901,US764854206,4959072.37,0.136,0.126,38.29,2,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True
2902,US958068541,1443626.0,0.511,0.024,32.94,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2903,US761750527,3489599.56,0.338,0.11,16.18,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
2904,US935897340,2989519.1,0.352,0.053,36.8,4,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True
2905,US547691234,2449791.22,0.645,0.057,32.07,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2906,US605772550,3332185.53,0.886,0.025,13.84,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2907,US209541530,1863101.46,0.559,0.072,31.38,1,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2908,US804931931,4722979.03,0.688,0.096,18.68,3,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2909,US433022733,3530189.85,0.66,0.12,24.74,4,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2910,US859724486,3773463.45,0.551,0.061,19.01,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2911,US688748796,1219686.25,0.311,0.158,12.52,3,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2912,US182913877,851224.2,0.378,0.104,33.06,2,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False
2913,US147378941,1977760.56,0.316,0.128,34.86,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2914,US813625985,3835695.7,0.917,0.056,16.96,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2915,US674682685,4694591.59,0.827,0.163,17.19,2,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True
2916,US824048276,2142375.83,0.579,0.125,22.9,4,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2917,US182430197,3873042.39,0.912,0.172,34.34,4,1,False,True,False,False,True,True,False,False,False,False,False,False,False,True
2918,US273249253,2357334.02,0.886,0.032,12.32,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2919,US142147406,1483188.97,0.928,0.076,34.26,4,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2920,US452823956,3698933.1,0.222,0.023,37.68,1,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2921,US144194441,3993028.65,0.718,0.043,26.85,4,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2922,US877280982,1022175.56,0.609,0.079,11.81,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2923,US688881721,1532795.82,0.734,0.179,18.09,4,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False
2924,US914733175,2478936.45,0.263,0.111,13.34,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2925,US251655846,940743.93,0.695,0.066,17.78,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2926,US610878596,4644883.15,0.41,0.149,34.35,1,0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
2927,US415681804,2960756.22,0.834,0.004,11.67,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True
2928,US152058324,614804.35,0.795,0.074,18.51,2,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False
2929,US462080217,928309.02,0.211,0.12,25.51,1,0,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2930,US655334124,4772233.17,0.184,0.117,36.22,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2931,US954081204,3693461.24,0.718,0.122,17.5,3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True
2932,US321350225,3674681.37,0.55,0.042,33.35,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2933,US377526500,371767.98,0.557,0.067,27.51,3,1,True,False,False,False,True,False,False,False,False,False,True,True,False,False
2934,US283108255,4477541.2,0.753,0.186,30.29,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2935,US621445840,2224239.46,0.855,0.195,35.85,3,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2936,US571313378,3301989.44,0.239,0.062,10.79,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2937,US168080112,4798849.2,0.556,0.129,25.89,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True
2938,US305984443,509061.78,0.829,0.048,32.42,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2939,US727452298,2416559.53,0.873,0.074,36.54,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2940,US977793982,257567.56,0.287,0.158,13.98,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False
2941,US505260595,2502731.66,0.104,0.1,20.24,4,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2942,US168802303,1268774.46,0.233,0.17,12.36,4,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2943,US521261494,4556216.99,0.945,0.126,35.05,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2944,US740971380,1998477.55,0.462,0.126,35.72,4,1,True,False,True,False,False,False,False,False,False,True,False,False,True,False
2945,US646318845,3173023.51,0.419,0.007,24.51,4,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2946,US744454083,4302833.45,0.013,0.15,10.62,4,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True
2947,US592462625,4918622.37,0.051,0.196,13.07,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2948,US420730675,2524058.66,0.669,0.095,28.73,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2949,US751592273,2284230.94,0.59,0.032,39.48,4,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
2950,US360644066,387940.83,0.576,0.195,35.17,1,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False
2951,US640686056,73567.33,0.11,0.058,33.94,4,1,False,True,True,False,False,False,False,False,True,False,False,True,False,False
2952,US589975516,3047922.44,0.352,0.082,22.54,4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2953,US720520883,336667.12,0.812,0.015,39.56,4,1,True,False,True,False,False,False,False,False,True,False,False,True,False,False
2954,US570579100,1908090.9,0.175,0.022,34.75,1,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2955,US999567013,27996.12,0.883,0.043,20.07,1,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2956,US711576361,3079985.22,0.121,0.11,32.45,4,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True
2957,US250394900,2132821.65,0.169,0.112,22.98,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2958,US985717545,643833.64,0.478,0.121,29.81,0,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2959,US710249100,1488874.36,0.945,0.117,39.1,2,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2960,US671853424,2852606.89,0.33,0.099,17.39,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True
2961,US981905768,3286999.71,0.658,0.16,33.85,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2962,US538728895,2317056.04,0.589,0.187,27.71,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2963,US258498832,4021755.99,0.15,0.054,38.5,1,0,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2964,US781577591,571077.65,0.248,0.026,14.03,4,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2965,US380920456,431883.16,0.93,0.085,31.59,2,1,False,True,True,False,False,False,False,False,False,False,True,True,False,False
2966,US928203432,230778.9,0.185,0.005,11.11,4,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2967,US908032384,2683780.92,0.695,0.177,17.4,4,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2968,US352902529,3534096.2,0.965,0.048,19.63,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2969,US905749307,661301.78,0.12,0.11,22.97,2,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2970,US428207919,3198338.65,0.399,0.023,38.96,3,1,True,False,False,True,False,False,False,False,False,False,True,False,False,True
2971,US120060188,2389969.35,0.224,0.111,12.03,1,0,False,True,False,False,True,True,False,False,False,False,False,False,False,True
2972,US226133344,4936849.06,0.222,0.008,15.07,4,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2973,US490290441,3590193.31,0.119,0.154,16.09,2,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2974,US874463729,3290791.94,0.65,0.191,22.72,1,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2975,US265039929,2856544.18,0.746,0.061,11.82,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True
2976,US113135871,4986857.25,0.677,0.052,38.96,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2977,US751812795,4902491.26,0.925,0.09,26.8,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2978,US233875943,2695194.48,0.146,0.124,34.4,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2979,US422690331,2281364.9,0.32,0.038,33.17,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2980,US689275850,2315953.46,0.345,0.161,29.82,2,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True
2981,US784419873,2147428.53,0.232,0.04,37.13,2,0,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2982,US685614087,2661677.55,0.142,0.001,37.07,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2983,US723275962,1375185.5,0.487,0.105,13.83,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2984,US959527893,4634676.03,0.834,0.023,37.06,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2985,US686991815,2456248.11,0.955,0.14,25.72,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True
2986,US589341006,4211618.98,0.129,0.033,18.04,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2987,US698679440,2381765.34,0.823,0.163,28.26,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2988,US386268347,3594268.47,0.825,0.094,18.43,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2989,US961654870,1691041.0,0.389,0.113,24.37,1,1,True,False,True,False,False,True,False,False,False,False,False,False,True,False
2990,US179061847,3127786.22,0.11,0.037,34.49,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2991,US668908972,2496873.51,0.99,0.029,10.97,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2992,US744970962,1841900.14,0.656,0.126,15.49,3,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2993,US553950020,4408965.74,0.982,0.051,38.7,4,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True
2994,US152492736,572431.3,0.484,0.077,23.35,2,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False
2995,US930101590,2439746.51,0.395,0.096,19.1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
2996,US874072420,979901.68,0.247,0.046,37.7,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2997,US305431815,4306664.91,0.984,0.159,37.34,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2998,US278983756,1274812.03,0.253,0.188,11.33,1,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False
2999,US263302599,3170817.4,0.024,0.086,20.87,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3000,US464178936,836161.94,0.512,0.184,37.38,1,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False
3001,US783052416,2030519.21,0.377,0.177,15.39,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3002,US409599852,4497792.41,0.261,0.033,27.35,4,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3003,US323899058,838661.58,0.635,0.035,19.62,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3004,US406045335,3319347.17,0.364,0.095,32.1,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3005,US552550114,1030506.75,0.402,0.105,14.75,4,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False
3006,US152005527,2084587.77,0.023,0.068,27.88,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
3007,US252775696,2707678.25,0.589,0.063,10.0,2,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
3008,US986916740,2890759.03,0.122,0.086,17.58,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
3009,US136847763,3016531.57,0.214,0.138,14.86,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3010,US690967015,3204255.76,0.717,0.017,16.29,0,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True
3011,US543461433,1366125.8,0.313,0.142,35.81,1,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False
3012,US299868781,2012823.75,0.163,0.185,37.44,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3013,US528222090,196220.13,0.577,0.153,32.65,2,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3014,US205886094,3846097.31,0.215,0.038,27.7,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True
3015,US925988306,4187126.51,0.271,0.017,16.93,4,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3016,US793081478,1004191.45,0.621,0.098,18.24,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3017,US245353202,1015205.38,0.74,0.191,19.3,3,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False
3018,US895408923,219761.65,0.74,0.164,33.31,4,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3019,US550290226,4852215.28,0.482,0.113,17.59,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3020,US847793898,4037860.97,0.454,0.029,39.2,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3021,US796347065,1809908.98,0.788,0.143,33.89,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3022,US522606084,2414722.27,0.193,0.163,39.99,2,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True
3023,US313099268,1466915.13,0.152,0.187,23.78,3,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3024,US788494941,2990247.4,0.665,0.122,27.68,2,1,True,False,True,False,False,False,False,False,False,False,True,False,False,True
3025,US445892853,3589368.98,0.41,0.103,18.41,4,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3026,US161730143,2242368.71,0.71,0.124,28.11,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True
3027,US395119367,4369235.02,0.257,0.189,39.22,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True
3028,US164623935,2589959.05,0.325,0.126,10.91,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3029,US848599433,729823.81,0.897,0.052,18.68,2,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False
3030,US189957925,3115233.97,0.422,0.127,18.44,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
3031,US454840174,2316532.52,0.591,0.176,39.47,4,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3032,US452924639,4679002.6,0.107,0.113,13.98,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3033,US162953839,1965550.67,0.179,0.101,34.37,3,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3034,US739524176,2020300.04,0.036,0.147,18.24,4,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True
3035,US295183838,3257359.22,0.424,0.132,35.82,1,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True
3036,US239521671,2639661.23,0.989,0.011,24.63,3,0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
3037,US182562815,1878504.89,0.874,0.145,17.27,4,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3038,US635425944,4948974.33,0.633,0.082,31.29,2,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3039,US666676417,1517905.69,0.861,0.188,35.25,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3040,US818764494,1394868.67,0.594,0.194,24.1,1,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False
3041,US983420081,4323493.87,0.369,0.09,31.42,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3042,US144786626,26830.99,0.174,0.194,15.45,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3043,US621350704,1014253.27,0.653,0.062,38.13,3,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False
3044,US123250723,2956328.97,0.193,0.137,12.89,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3045,US593976957,820628.13,0.417,0.015,16.66,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3046,US146013251,4929161.57,0.826,0.029,18.65,2,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True
3047,US205801293,2326336.16,0.129,0.173,14.58,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
3048,US397444968,2990846.73,0.129,0.179,22.2,2,0,True,False,False,False,True,False,True,False,False,False,False,False,False,True
3049,US718064040,810263.59,0.224,0.107,23.73,3,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3050,US230146681,1453996.72,0.552,0.068,25.56,4,1,True,False,False,False,True,False,True,False,False,False,False,False,True,False
3051,US280179133,3076977.67,0.252,0.09,11.22,2,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True
3052,US726268926,2752271.33,0.503,0.174,16.57,3,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
3053,US410163209,3923976.09,0.302,0.042,34.23,1,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3054,US309225876,1353473.56,0.506,0.059,34.32,1,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3055,US637874083,3271175.31,0.278,0.157,19.9,3,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3056,US283919243,1461967.77,0.98,0.187,23.84,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False
3057,US589440001,2937895.57,0.493,0.019,15.5,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
3058,US537578101,3029104.53,0.744,0.161,34.66,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True
3059,US454002612,617977.17,0.701,0.129,38.7,3,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False
3060,US831420831,2747679.22,0.491,0.046,18.74,3,0,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3061,US189198479,69572.12,0.239,0.151,33.46,2,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False
3062,US365299231,2511041.65,0.511,0.146,20.57,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3063,US600362527,3490634.22,0.681,0.028,10.08,4,1,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3064,US772070523,373435.32,0.46,0.1,27.99,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3065,US772756961,4694166.97,0.082,0.152,22.31,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3066,US650167050,2299190.1,0.018,0.038,32.75,0,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True
3067,US287843081,4692697.22,0.328,0.093,32.46,3,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
3068,US479106062,545918.13,0.15,0.024,38.38,3,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False
3069,US575916560,4750013.95,0.906,0.061,23.13,0,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True
3070,US864863399,554893.53,0.176,0.044,24.48,3,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3071,US523189905,2312864.03,0.394,0.101,22.01,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3072,US508072136,4690580.41,0.712,0.028,18.91,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
3073,US624703384,1171213.92,0.815,0.077,29.14,4,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False
3074,US641135335,183577.05,0.478,0.055,34.84,4,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3075,US882014266,3967622.27,0.181,0.149,14.73,4,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True
3076,US315143245,2983459.35,0.271,0.14,39.46,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3077,US913488251,2574466.75,0.419,0.019,30.51,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True
3078,US695509241,181373.49,0.365,0.191,33.4,1,0,True,False,False,True,False,False,False,False,False,False,True,True,False,False
3079,US585071832,3269624.03,0.349,0.149,39.97,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3080,US803016561,866400.53,0.132,0.123,25.12,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3081,US929254421,4656671.43,0.913,0.096,12.14,1,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True
3082,US202182899,3431777.49,0.03,0.036,33.71,4,1,True,False,True,False,False,False,False,False,False,False,True,False,False,True
3083,US865867987,3538099.1,0.44,0.192,36.12,2,1,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3084,US621844436,1170575.56,0.98,0.002,14.87,4,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3085,US855838123,4404961.65,0.66,0.138,10.72,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True
3086,US948129311,2693285.53,0.355,0.101,14.07,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True
3087,US688087981,4286850.05,0.146,0.181,19.72,2,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3088,US154610032,1362027.9,0.964,0.076,37.73,4,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3089,US726252663,3779753.95,0.014,0.104,10.07,4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3090,US254218466,2877088.85,0.681,0.148,34.11,4,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True
3091,US836393337,251612.34,0.88,0.01,35.65,2,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3092,US383239967,2032658.2,0.025,0.011,34.33,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3093,US387429853,927713.22,0.725,0.042,12.47,3,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False
3094,US578330486,1802276.2,0.999,0.029,30.38,4,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False
3095,US655204646,1922924.65,0.64,0.001,38.62,0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False
3096,US514525936,2379892.48,0.415,0.125,13.61,4,0,False,True,False,False,True,True,False,False,False,False,False,False,False,True
3097,US136213515,3005449.31,0.874,0.159,10.95,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3098,US825533928,2859178.49,0.554,0.191,36.21,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3099,US289049774,204567.11,0.749,0.088,29.35,2,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False
3100,US109625105,3755939.2,0.588,0.056,29.39,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3101,US684419476,4746427.58,0.038,0.173,38.93,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3102,US121654924,1749919.63,0.213,0.169,33.09,3,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False
3103,US495130759,906937.04,0.079,0.125,21.92,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3104,US348305901,2704607.8,0.107,0.055,23.08,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
